"Activity Type","Transaction Ref ID",Customer/CFA,"Customer/CFA ID","Customer/CFA external ID","Customer/CFA Name","Customer Address",City,"customer subtype",planned(Yes/No),"Customer/CFA Latitude","Customer/CFA Longitude","Visit Date","Visit Time","User BR ID","User Name","User Emp Role ID","user role",reportsToBRID,reportsToName,partner_name,partner_external_id,Purpose,Details,starting_km_reading,ending_km_reading,latitude,longitude,"Activity Address","Distance Away from Customer (in meters)","Synced On"
"Visit Note",10810353,Customer,13065306,0002017145,"2017145 - GREEN STAR AGENCY","D. NO. 10/1/42,  , A.VALLALAPATTI, MADURAI, Tamil Nadu, India, 625301",A.VALLALAPATTI,Dealer,No,10.051730100000,78.289663600000,2026-01-29,09:46:14,239753,"SOLAIRAJA SUBRAMANI -Madurai",C13,"Territory Manager",239800,"MUTHUMANI K-TRICHY","Trichy Warehouse",A772,"Customer Note","Sales Purpose",,,10.0517348,78.28966,"Melur - Azhagarkovil Road, Vellalapatti - Pulipatti Rd, Tamil Nadu 625106, India",0.650812,"29 Jan 2026 09:46:16 AM"
"Customer Creation",18994739,Customer,18994739,"-- --",Stayanaraana,"Mohan Traders, Matoorpeta, Telangana, India, 507203",Matoorpeta,Farmer,No,16.938878100000,80.413498000000,2026-01-29,09:46:07,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"New Retailer",Stayanaraana,,,16.9388781,80.413498,"WCQ7+GFW, Nidhanapuram Rd, Matoorpeta, Telangana 507203, India",NA,"29 Jan 2026 09:46:08 AM"
Workflow,34175920,Customer,13065306,0002017145,"2017145 - GREEN STAR AGENCY","D. NO. 10/1/42,  , A.VALLALAPATTI, MADURAI, Tamil Nadu, India, 625301",A.VALLALAPATTI,Dealer,No,10.051730100000,78.289663600000,2026-01-29,09:45:41,239753,"SOLAIRAJA SUBRAMANI -Madurai",C13,"Territory Manager",239800,"MUTHUMANI K-TRICHY","Trichy Warehouse",A772,"Payment Tagging Information","Payment Tagging Information",,,10.0517301000,78.2896636000,"D. NO. 10/1/42,  , A.VALLALAPATTI, MADURAI, Tamil Nadu, 625301",0.391409,"29 Jan 2026 09:45:59 AM"
"Start Day",3110912,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:45:38,239801,"Sonymon K V _Thrissur",A42,"Territory Manager",239800,"MUTHUMANI K-TRICHY",,,"Day Started","Day Started",,,9.5862281,76.5225615,,NA,"29 Jan 2026 09:45:39 AM"
"Customer Creation",18994738,Customer,18994738,"-- --",Yesu,"mohan Traders, Matoorpeta, Telangana, India, 507203",Matoorpeta,Farmer,No,16.938878100000,80.413498000000,2026-01-29,09:45:18,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"New Retailer",Yesu,,,16.9388781,80.413498,"WCQ7+GFW, Nidhanapuram Rd, Matoorpeta, Telangana 507203, India",NA,"29 Jan 2026 09:45:20 AM"
Workflow,34176137,Customer,16001456,"-- --","Arumugam T","Kudhiraichandal, Kallakurichi, Tamil Nadu, India, 606202",Kallakurichi,Farmer,No,11.721920000000,78.909659500000,2026-01-29,09:44:48,239769,MOHAN.S,3185484,"Sales Rep",239763,"JAYAKUMAR C_VILLUPURAM","Kancheepuram Warehouse",A773,"Farmer Revisit","Farmer Revisit",,,11.7218233,78.9108733,"PWC7+X96, Tamil Nadu 606213, India",132.584,"29 Jan 2026 09:44:47 AM"
Workflow,34176132,Customer,18994735,"-- --",Muthaiya,"Jothilnayakkanoor , Jothilnayakkanoor , Usilampatti , Jothilnaickanur, Madurai, Tamil Nadu, India, 625535",Jothilnaickanur,Farmer,No,9.874823300000,77.757246700000,2026-01-29,09:44:39,273971,"Satheeshkumar M",3822280,"Sales Rep",239753,"SOLAIRAJA SUBRAMANI -Madurai","Trichy Warehouse",A772,"Farmer Revisit","Farmer Revisit",,,9.87477,77.757325,"VQG4+574, Jothilnaickanur, Tamil Nadu 625535, India",10.426,"29 Jan 2026 09:44:39 AM"
Workflow,34176130,Customer,17243266,"-- --","Govind rajput ","farmer ,  , Sendri, Bhopal Division, Madhya Pradesh, India, 465685",Sendri,Farmer,No,23.608385100000,76.821237400000,2026-01-29,09:44:30,263294,"Mahesh Singh Rajput",3740222,"Sales Rep",242397,"RAJKUMAR MEENA_UJJAIN",Indore,A641,"Farmer Revisit","Farmer Revisit",,,23.6092946,76.8173247,"Chumli, Madhya Pradesh 465685, India",411.265,"29 Jan 2026 09:44:31 AM"
Tourvisit,16141222,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:44:01,242689,"chakali laxmanna",2952149,"Sales Rep",245002,"M SUNEEL KUMAR_Gadwal",,,Others,"Anjaneya f&p Venkatapuram stage market ",,,15.9816067,77.7445067,"XPJV+JPF, Raichur Road, Venkatapuram, Telangana 509135, India",NA,"29 Jan 2026 09:44:02 AM"
Workflow,34176121,Customer,18567739,"-- --","Lakhan Singh ","farmer ,  , Chumli, Bhopal Division, Madhya Pradesh, India, 465685",Chumli,Farmer,No,23.609183200000,76.817386600000,2026-01-29,09:44:01,263294,"Mahesh Singh Rajput",3740222,"Sales Rep",242397,"RAJKUMAR MEENA_UJJAIN",Indore,A641,"Farmer Revisit","Farmer Revisit",,,23.6092356,76.8173418,"Chumli, Madhya Pradesh 465685, India",7.40034,"29 Jan 2026 09:44:01 AM"
"Start Day",3110854,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:43:52,262717,"Chaitanya Pitchala_Kaligiri",C19,"Territory Manager",240507,"Vacant BL_Vijayawada",,,"Day Started","Day Started",,,14.8351837,79.6585144,,NA,"29 Jan 2026 09:43:53 AM"
"Customer Creation",18994735,Customer,18994735,"-- --",Muthaiya,"Jothilnayakkanoor , Jothilnayakkanoor , Usilampatti , Jothilnaickanur, Madurai, Tamil Nadu, India, 625535",Jothilnaickanur,Farmer,No,9.874823300000,77.757246700000,2026-01-29,09:43:34,273971,"Satheeshkumar M",3822280,"Sales Rep",239753,"SOLAIRAJA SUBRAMANI -Madurai","Trichy Warehouse",A772,"New Retailer",Muthaiya,,,9.8748233,77.7572467,"VQG4+574, Jothilnaickanur, Tamil Nadu 625535, India",NA,"29 Jan 2026 09:43:33 AM"
"Start Day",3110846,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,08:18:26,242689,"chakali laxmanna",2952149,"Sales Rep",245002,"M SUNEEL KUMAR_Gadwal",,,"Day Started","Day Started",,,15.9815549,77.6775628,,NA,"29 Jan 2026 09:43:33 AM"
"Customer Creation",18994733,Customer,18994733,"-- --","Krishnan ","Anangur , Anangur, Tamil Nadu, India, 605103",Anangur,Farmer,No,11.904149000000,79.511457200000,2026-01-29,09:43:23,279996,"Balaji E",,"Sales Rep",239763,"JAYAKUMAR C_VILLUPURAM","Kancheepuram Warehouse",A773,"New Retailer","Krishnan ",,,11.904149,79.5114572,"Villupuram Bypass Rd, Anangur, Tamil Nadu 605103, India",NA,"29 Jan 2026 09:43:23 AM"
"Visit Note",10810340,Customer,18675941,"-- --","Sri Vijayalakshmi Traders pullalacheruvu ","Main road pullalacheruvu , Markapur, Nandyal, Prakasam, Andhra Pradesh, India, 523328",Nandyal,Retailer,No,16.154716700000,79.429716700000,2026-01-29,09:43:03,281781,"Godugu Srinivasulu",,"Sales Rep",240514," BINGINIPALLI SADIK_Markapuram",Vijayawada,A732,"Customer Note","at Tha shop",,,16.154678,79.4299,"5C3H+VX4, Pullalacheruvu Rd, near RTC bus stop, Pullalacheruvu, Andhra Pradesh 523328, India",20.0437,"29 Jan 2026 09:43:07 AM"
"Start Day",3110811,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:26:45,239250,"Bhushan Gaikwad_Ahmednagar",A00,"Territory Manager",239230,"Vacant TL_Pune",,,"Day Started","Day Started",,,19.0606204,74.7221236,,NA,"29 Jan 2026 09:42:36 AM"
Workflow,34170171,Customer,12856049,0002018490,"2018490 - NARSING KRUSHI SEVA KENDRA - ANJANGAON","PLOT NO 1568, MALMATTA NO 802,, ANJANGAON, AMARAVATI, Maharashtra, India, 444705",ANJANGAON,DISTRIBUTOR,No,,,2026-01-29,09:39:14,239008,"Sujit Pangate_Paratwada",,"Sales Manager",239170,"Nilesh kankewar_Marathwada","CFA - Akola",A522,"Payment Tagging Information","Payment Tagging Information",,,,,,NA,"29 Jan 2026 09:41:40 AM"
"Customer Updation",16758218,Customer,16758218,"-- --","Suresh ","near canel, Udamalpet, Pollachi, Coimbatore, Tamil Nadu, India, 642203",Pollachi,Farmer,No,,,2026-01-29,09:41:06,268303,"Karthik R",3767412,"Sales Rep",239811,"M SIVAKUMAR _Coimbatore","Trichy Warehouse",A772,"Retailer Route Updated- From  Mayvadi_Coimbatore to Mayvadi_Coimbatore","Retailer Route Updated- From  Mayvadi_Coimbatore to Mayvadi_Coimbatore",,,,,,NA,"29 Jan 2026 09:41:06 AM"
Workflow,34109504,Customer,12855860,0002002405,"2002405 - RATHI KRISHI KENDRA - DARYAPUR","MAIN ROAD, DARYAPUR, AMRAVATI, Maharashtra, India, 444803",DARYAPUR,Dealer,No,,,2026-01-29,09:39:43,239008,"Sujit Pangate_Paratwada",,"Sales Manager",239170,"Nilesh kankewar_Marathwada","CFA - Akola",A522,"Payment Tagging Information","Payment Tagging Information",,,,,,NA,"29 Jan 2026 09:40:53 AM"
Workflow,34176086,Customer,16264121,"-- --",Arunakumar,"kudhiraichandal, Tenur, Tamil Nadu, India, 606202",Tenur,Farmer,No,11.722149900000,78.904086900000,2026-01-29,09:40:41,239769,MOHAN.S,3185484,"Sales Rep",239763,"JAYAKUMAR C_VILLUPURAM","Kancheepuram Warehouse",A773,"Farmer Revisit","Farmer Revisit",,,11.7212953,78.9048868,"PWC3+9V, Tenur, Tamil Nadu 606213, India",128.892,"29 Jan 2026 09:40:40 AM"
Workflow,34172198,Customer,12855980,0002013053,"2013053 - SHRI GURUDEV KRUSHI KENDRA - KALASHI","GPH# 226, WARD O 03, A/ P KALASHI,, DARYAPUR, AMRAVATI, Maharashtra, India, 444803",DARYAPUR,Dealer,No,,,2026-01-29,09:40:14,239008,"Sujit Pangate_Paratwada",,"Sales Manager",239170,"Nilesh kankewar_Marathwada","CFA - Akola",A522,"Payment Tagging Information","Payment Tagging Information",,,,,,NA,"29 Jan 2026 09:40:26 AM"
"Start Day",3110736,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:40:10,274518,"Uppala pavan kumar",3833501,"Sales Rep",240487,"Lakshman Nallapati_TADEPALLIGUDEM",,,"Day Started","Day Started",,,18.514991,83.2022406,,NA,"29 Jan 2026 09:40:22 AM"
"Customer Updation",16758165,Customer,16758165,"-- --","Ravi ","near canel , Tirupur, Tamil Nadu, India, 642128",Tirupur,Farmer,No,10.570371000000,77.306849700000,2026-01-29,09:40:01,268303,"Karthik R",3767412,"Sales Rep",239811,"M SIVAKUMAR _Coimbatore","Trichy Warehouse",A772,"Retailer Route Updated- From  Mayvadi_Coimbatore to Mayvadi_Coimbatore","Retailer Route Updated- From  Mayvadi_Coimbatore to Mayvadi_Coimbatore",,,10.570371000000,77.306849700000,"near canel , Tirupur, , Tamil Nadu, 642128",NA,"29 Jan 2026 09:40:01 AM"
Workflow,34176062,Customer,15535888,"-- --",Maraiyapan,"athipatti ,  ","-- --",Farmer,No,9.162367700000,77.693438600000,2026-01-29,09:39:33,253016,"Rajendran B",3545573,"Sales Rep",239803,"Sowenderrajan L _Tirunelveli","Trichy Warehouse",A772,"Farmer Revisit","Farmer Revisit",,,9.1618417,77.69423,"athipatti ,  , , , , ",104.726,"29 Jan 2026 09:39:35 AM"
Tourvisit,16141189,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:39:10,263420,"CHAKALI PRAKASH",3747571,"Sales Rep",240518,Bhanuprakash_Adoni,,,"Working With Sales Rep","vistid sri thikkaswamy traders Kosigi ",,,15.8567217,77.2435633,"V64V+M9F, Kosigi, Andhra Pradesh 518313, India",NA,"29 Jan 2026 09:39:11 AM"
"Start Day",3110692,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:38:30,239008,"Sujit Pangate_Paratwada",,"Sales Manager",239170,"Nilesh kankewar_Marathwada",,,"Day Started","Day Started",,,21.32358,77.471855,,NA,"29 Jan 2026 09:38:32 AM"
Tourvisit,16141184,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:38:25,263421,"M.BASI REDDY",3747572,"Sales Rep",240518,Bhanuprakash_Adoni,,,"Working With Sales Rep","Sri gadilingeswara fertilizers santekullur ",,,15.6279955,77.1432316,"J4HV+48V, Santekulluru, Andhra Pradesh 518308, India",NA,"29 Jan 2026 09:38:29 AM"
"Start Day",3110687,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:38:19,243872,"Basymon M G",3308123,"Sales Rep",239812,"Vinu Kumar S _Pallakad",,,"Day Started","Day Started",,,11.6557507,76.1686583,,NA,"29 Jan 2026 09:38:19 AM"
Workflow,34176037,Customer,17028435,"-- --","MORJAMPADU,_PIDUGURALLA",street,"-- --","Farmer Group",No,,,2026-01-29,09:38:07,273416,"KOKKRA SINGARAIAH",3814352,"Sales Rep",240511,"Kishore Reddy _Piduguralla",Vijayawada,A732,"Small Group Meeting","Small Group Meeting",,,16.5389771,79.9005285,"GWQ2+H4P, Mallavolu, Andhra Pradesh 522413, India",NA,"29 Jan 2026 09:38:09 AM"
"Start Day",3110676,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:37:56,232909,"Sachin Fakirrao Labhade _Nashik",A26,"Territory Manager",231718,D.DHOMSE_Nashik,,,"Day Started","Day Started",,,20.0329055,73.8652786,,NA,"29 Jan 2026 09:37:57 AM"
Workflow,34176034,Customer,18936839,"-- --","Brijendra ","futera,  , F-1 P-33, Jhansi Division, Uttar Pradesh, India, 284201","F-1 P-33",Farmer,No,25.386013500000,78.698735700000,2026-01-29,09:37:48,263554,"Rahul Maurya",3748009,"Sales Rep",263438,"Manish Verma_jhansi",A183-LUCKNOW,A183,"Farmer Revisit","Farmer Revisit",,,25.3893826,78.6989266,"NH 39, Uttar Pradesh 284201, India",375.099,"29 Jan 2026 09:37:49 AM"
Tourvisit,16141174,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,08:16:43,278089,"SANGITA PATRA",3864982,"Sales Rep",241103,"Pritam Dey_Hooghly",,,"Beginning of the day","Day Start ",,,22.8796587,87.7927796,"465/A, Arambag, West Bengal 712601, India",NA,"29 Jan 2026 09:37:20 AM"
"Start Day",3110636,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:36:47,262132,"GOKULKANNAN KARUPPAIYAN",3722848,"Sales Rep",239802,"BALAKUMARAN _THANJAVUR",,,"Day Started","Day Started",,,11.0316085,79.4312004,,NA,"29 Jan 2026 09:36:46 AM"
"Start Day",3110635,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:36:33,254413,Busi Reddy Sai Tejaswar Reddy,3586339,"Sales Rep",240519,"M SUBBA REDDY_proddatur",,,"Day Started","Day Started",,,14.8557901,78.3862596,,NA,"29 Jan 2026 09:36:45 AM"
Tourvisit,16141168,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:36:34,280224,"Narendra Reddy",,"Sales Rep",231720,"Amit reddy_CHIKKABALLAPURA",,,"Beginning of the day","filed visit ",,,13.560643,77.6101567,"Kambalahalli. village, Jarabandahalli. Post, Manchenahalli. Hobli, HJ55+R96, Karnataka 561211, India",NA,"29 Jan 2026 09:36:35 AM"
Workflow,34176017,Customer,18994718,"-- --","Hari ","L, B, Machilipatnam, Krishna, Andhra Pradesh, India, 521001",Machilipatnam,Farmer,No,,,2026-01-29,09:36:27,281891,"Harshitha Agnes",,"Sales Rep",281890,"LOKANTHU LOKESH_Vijayawada",Vijayawada,A732,"Farmer Revisit","Farmer Revisit",,,16.348667,81.1735501,"85XF+7M7, SH 310, Bodagunta, Andhra Pradesh 521366, India",NA,"29 Jan 2026 09:36:30 AM"
"Customer Creation",18994720,Customer,18994720,"-- --",Ganeshan,"Kavakarapatti, T, Namakkal, Namakkal, Tamil Nadu, India, 637202",Namakkal,Farmer,No,,,2026-01-29,09:36:14,278786,"PRAKASH. V",3880931,"Sales Rep",239808,"Varshini Kumar_SALEM","Trichy Warehouse",A772,"New Retailer",Ganeshan,,,,,,NA,"29 Jan 2026 09:36:15 AM"
Tourvisit,16141166,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:36:05,255959,"RAJKUMAR PAUL",3625444,"Sales Rep",241198,"MD HAFIJUR RAHAMAN_MALDA",,,"Beginning of the day","Aatmile ",,,25.2056553,88.1968655,"654X+99W, Nayarapara, Garail, West Bengal 732124, India",NA,"29 Jan 2026 09:36:15 AM"
Workflow,34176008,Customer,18936764,"-- --","Ghanshyam ","futera,  , F-1 P-33, Jhansi Division, Uttar Pradesh, India, 284201","F-1 P-33",Farmer,No,25.385992500000,78.698739800000,2026-01-29,09:36:08,263554,"Rahul Maurya",3748009,"Sales Rep",263438,"Manish Verma_jhansi",A183-LUCKNOW,A183,"Farmer Revisit","Farmer Revisit",,,25.3893999,78.6989018,"NH 39, Uttar Pradesh 284201, India",379.217,"29 Jan 2026 09:36:09 AM"
"Start Day",3110614,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:36:04,255959,"RAJKUMAR PAUL",3625444,"Sales Rep",241198,"MD HAFIJUR RAHAMAN_MALDA",,,"Day Started","Day Started",,,25.2056553,88.1968655,,NA,"29 Jan 2026 09:36:03 AM"
"Start Day",3110611,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:35:56,238155,"Peerzada Mussadiq_JAMMU & KASHMIR",A06,"Territory Manager",238153,"Vacant(HP J&K)",,,"Day Started","Day Started",,,34.3182194,74.3639478,,NA,"29 Jan 2026 09:35:56 AM"
Workflow,34176004,Customer,17028435,"-- --","MORJAMPADU,_PIDUGURALLA",street,"-- --","Farmer Group",No,,,2026-01-29,09:35:47,273416,"KOKKRA SINGARAIAH",3814352,"Sales Rep",240511,"Kishore Reddy _Piduguralla",Vijayawada,A732,"Small Group Meeting","Small Group Meeting",,,16.5389483,79.900505,"GWQ2+H4P, Mallavolu, Andhra Pradesh 522413, India",NA,"29 Jan 2026 09:35:50 AM"
Workflow,34176003,Customer,14299922,"-- --","Sandeep Kumar ","jodhkan ,  ","-- --",Farmer,No,29.487705000000,75.225682200000,2026-01-29,09:35:46,238308,"Sandeep Kumar",2619159,"Sales Rep",238173,"Vacant _Sirsa",A141-Hisar,A141,"Farmer Revisit","Farmer Revisit",,,29.4908134,75.2235168,"F6RC+RVX, Jodhka, Haryana 125058, India",404.199,"29 Jan 2026 09:35:47 AM"
"Start Day",3110595,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:35:33,231735,"Akshay Prakash Dhomse",2617762,"Sales Rep",231725,"Dhananjay Ushir_PIMPALGAON BASVANT",,,"Day Started","Day Started",,,,,,NA,"29 Jan 2026 09:35:35 AM"
"Start Day",3110594,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:35:22,242410,"Roshani Bisen_MAHASAMUND",A27,"Territory Manager",271703,"Dharmendra Malviya",,,"Day Started","Day Started",,,21.2205312,81.6047052,,NA,"29 Jan 2026 09:35:33 AM"
"Visit Note",10810317,Customer,13189740,2013409,"2013409-SRAVANTHI AGRO AGENCIES","street, East Godavari, India","-- --",Dealer,No,,,2026-01-29,09:35:31,279071,R.MADHAVI,3890551,"Sales Rep",240487,"Lakshman Nallapati_TADEPALLIGUDEM",Vijayawada,A732,"Customer Note","visited the dealer at gollaprolu",,,17.1564855,82.2834881,"12-1-118/2, Sc Peta Area, Kothapeta, Gollaprolu, Gollaprollu, Andhra Pradesh 533445, India",NA,"29 Jan 2026 09:35:32 AM"
"Customer Creation",18994718,Customer,18994718,"-- --","Hari ","L, B, Machilipatnam, Krishna, Andhra Pradesh, India, 521001",Machilipatnam,Farmer,No,,,2026-01-29,09:35:09,281891,"Harshitha Agnes",,"Sales Rep",281890,"LOKANTHU LOKESH_Vijayawada",Vijayawada,A732,"New Retailer","Hari ",,,,,,NA,"29 Jan 2026 09:35:19 AM"
Tourvisit,16141149,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:35:08,240521,"M Chandrasekhar_Madanapalle",C32,"Territory Manager",240516,"Levidi Manikya Reddy_Kurnool",,,Others,"Visited Sri vijayalakshmi fertilizers CTM ",,,13.6438582,78.5668544,"23-8, Ctm Road Madanpalle Road, Chittoor, C.T.M, Andhra Pradesh 517319, India",NA,"29 Jan 2026 09:35:10 AM"
Tourvisit,16141136,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:19:18,273426,"SUKHDEEP SINGH",3816679,"Sales Rep",238138,"ATUL KUMAR PANDEY_KHANNA",,,"Beginning of the day","Field visit ",,,30.6022777,76.23172,"J62J+XQJ, Bir Amloh, Amloh, Punjab 147203, India",NA,"29 Jan 2026 09:34:18 AM"
"Start Day",3110554,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:34:07,238236,"SHYAM LAL KUMAWAT",2621386,"Sales Rep",238102,"Manohar Bhargav _Ajmer",,,"Day Started","Day Started",,,26.3929971,74.3956153,,NA,"29 Jan 2026 09:34:08 AM"
"Start Day",3110541,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:33:29,278026,"Vikash Giri",3887659,"Sales Rep",242403,"Chetan Singh_BHOPAL",,,"Day Started","Day Started",,,22.887935,77.9613883,,NA,"29 Jan 2026 09:33:40 AM"
"Customer Creation",18994717,Customer,18994717,"-- --",Natarajan,"krishna agro , pauvjure , C, Nerkunampattu, Kanchipuram, Tamil Nadu, India, 603312",Nerkunampattu,Farmer,No,12.451251700000,80.058006700000,2026-01-29,09:33:34,271531,Annamalai.s,3795276,"Sales Rep",239765,"Sakthivel B _Kancheepuram","Kancheepuram Warehouse",A773,"New Retailer",Natarajan,,,12.4512517,80.0580067,"Pavunjur-Koovathur Rd, Nerkunampattu, Tamil Nadu 603312, India",NA,"29 Jan 2026 09:33:36 AM"
Order,89965282,Customer,13245312,0002006747,"2006747 - SRINIVASA TRADERS - SHADNAGAR","D NO 10 - 65, X ROAD, SHADNAGAR,, FAROOQNAGAR, MAHABUBNAGAR, Telangana, India, 509216",FAROOQNAGAR,DISTRIBUTOR,No,,,2026-01-29,09:33:21,240668,"RUDRA REDDY Y _Jadcharla",A35,"Territory Manager",240666,"Bera Sharath Chandra Kiran","A735 -CFA Hyderabad",A735,Orders,"Order from 2006747 - SRINIVASA TRADERS - SHADNAGAR",,,16.7634134,78.1398516,,NA,"29 Jan 2026 09:33:22 AM"
Tourvisit,16141127,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:33:12,262716,"Bommareddy Satyanarayana Reddy_nizamabad",C22,"Territory Manager",240661,"GANESH MALLEPULA _KARIMNAGAR",,,Others,"visited krupa fertilizers velpur for orders ",,,18.7638277,78.3959902,"Q97W+GF4, beside grama panchayath ,Gandhi statue, Velpur, Telangana 503311, India",NA,"29 Jan 2026 09:33:12 AM"
Workflow,34175962,Customer,18675155,"-- --",Ramajeyam,"erumapatti, Kavakkrampatti, Tamil Nadu, India, 637013",Kavakkrampatti,Farmer,No,11.130518300000,78.282384700000,2026-01-29,09:32:32,278786,"PRAKASH. V",3880931,"Sales Rep",239808,"Varshini Kumar_SALEM","Trichy Warehouse",A772,"Farmer Revisit","Farmer Revisit",,,11.1303619,78.2822271,"47HJ+MVV, Kavakkrampatti, Tamil Nadu 637013, India",24.4548,"29 Jan 2026 09:32:35 AM"
Workflow,34175961,Customer,18163616,"-- --",Manikandan,"kudhiraichandal, Tenur, Tamil Nadu, India, 606213",Tenur,Farmer,No,11.721671700000,78.905521700000,2026-01-29,09:32:34,239769,MOHAN.S,3185484,"Sales Rep",239763,"JAYAKUMAR C_VILLUPURAM","Kancheepuram Warehouse",A773,"Farmer Revisit","Farmer Revisit",,,11.7215968,78.9050283,"PWC3+9V, Tenur, Tamil Nadu 606213, India",54.3586,"29 Jan 2026 09:32:33 AM"
"Start Day",3110494,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:32:00,242413,Deepak_BEMETRA,H8,"Territory Manager",271703,"Dharmendra Malviya",,,"Day Started","Day Started",,,21.7113297,81.5379457,,NA,"29 Jan 2026 09:32:10 AM"
"Start Day",3110491,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:32:06,238111,"Davinder Singh_Sri Ganganagar",A78,"Territory Manager",238098,"Vacant-TL-North Rajasthan",,,"Day Started","Day Started",,,,,,NA,"29 Jan 2026 09:32:07 AM"
"Start Day",3110490,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:31:53,250517,"Akash Pandurang Kaldate",3437569,"Sales Rep",239455,"Sachin Shinde_Latur",,,"Day Started","Day Started",,,18.4948699,76.5241083,,NA,"29 Jan 2026 09:32:06 AM"
"Customer Creation",18994714,Customer,18994714,"-- --",Thangaiyan,"Jeyasakthi Store , Pulikkuthi, U, Pulikkuthi, Theni, Tamil Nadu, India, 625524",Pulikkuthi,Farmer,No,9.866846100000,77.345702400000,2026-01-29,09:32:01,278826,"MANI .V",3899566,"Sales Rep",239805,"MUTHU IRULAPPAN_Dindigul","Trichy Warehouse",A772,"New Retailer",Thangaiyan,,,9.8668461,77.3457024,"Main Road, Pulikuthi-Chinnamanur Rd, Pulikkuthi, Tamil Nadu 625524, India",NA,"29 Jan 2026 09:32:04 AM"
Workflow,34175946,Customer,17750828,"-- --",Shanmugam,"Kavalkinaru , Tirunelveli, Tamil Nadu, India, 627105",Tirunelveli,Farmer,No,8.266251800000,77.568924900000,2026-01-29,09:31:57,240188,S.SARAVANAKUMAR,3250692,"Sales Rep",239803,"Sowenderrajan L _Tirunelveli","Trichy Warehouse",A772,"Farmer Revisit","Farmer Revisit",,,8.2659354,77.5682564,"Star City, Kavalkinaru, Tamil Nadu 627105, India",81.538,"29 Jan 2026 09:31:59 AM"
